sentence_id,sentence
2162,"Hindi nagkaroon ang Panginoong Jesus ng anumang mga kahilingan sa kanila sa Kanyang puso , ayaw Niyang pansinin ang mga ito , lalong ayaw Niyang gugulin ang Kanyang lakas sa kanila , at nalalaman Niyang hindi nila magagawang sumunod sa Kanya sa kabila ng lahat ng ito , ang Kanyang saloobin tungo sa kanila ay napakalinaw pa rin ."
2163,Pinayuhan ni Pangulong Rodrigo Duterte ang publiko na umiwas muna sa online shopping para hindi mabiktima ng mga manloloko .
2164,hindi na ako mag tataka pag napagod sa ugali ko shsshshaha
2167,"Pasensya na ngayon ko lang sasagutin yung mga tanong nyo sa sayout .me , ngayon lang kase ako nakababa ng bundok"
2168,"Kaunti ang pinasasalamatan ninyo ! "" nan"
2169,Umaasa naman si Shiela na maging inspirasyon sana sila sa mga ibang nahihirapan din sa kabuhayan ngayong may pandemic .
2176,Ang tanong paano ulit haharapin ng Manansala sisters ang sitwasyon nila ngayong isang iglap nabago ang lahat !
2178,Nagbigay rin ng mensahe ang kapatid ni Benj na si Myki .
2182,Pati mga bugok na DDS nalilito
2183,hindi ba bumababa dugo mo pag naliligo sa gabi
2184,Kaya ba ng mga kasabihang ito na gawing tiwali ang mga tao ?
2186,"Ramdam ko k po ang pasko # alexg , ang paboritong panghada ko po ay pansit at biko sana matikman ulit ang ham ."
2189,Nabatid na aabutin ng P910 milyon ang ipamamahaging insentibo .
2190,"Batay sa inilabas na case bulletin ng DOH dakong 4:00 ng hapon , nabatid na dahil sa mga naturang bagong kaso ng sakit , umakyat na ngayon sa 1 , 473 , 025 ang total cases ng COVID-19 sa bansa ."
2191,Parang maituturing na malasakit na rin sa kapwa ang hindi pagboto sa iyo mamshiee
2192,Sobrang katapangan ang pag share mo ng trauma mo at lalo na ang pag overcome nito .
2195,"Papaanong ang hangal na pag-iisip ng tao , isang pag iisip na kasintigas ng bato , ay tumatanggap ng ganoong di maarok na bagong gawain at mga salita ng Diyos ?"
2196,kapag lalagyan mo ng pang shine yung sapatos niya at itatali mo sintas niya
2197,Salamat sa lahat ng tumulong
2198,Pili na kayo ng magnanakaw sa inyo sa 2022
2200,Paano po kayo nagpabakuna laban sa COVID-19 ?
2205,Alam kong mali na pero di ko kayang bumitaw Hindi kana mahalllll Ang lahat ay nagbabago
2207,"Hydrated na yon sakaka suka niya , wala na cguro tubig sa katawan sa dami ng sinuka niya kaya sa sobrang suka dumating yong point na pumutok raptured Aortic aneurysm yon na yon"
2208,Ang laki din ng budget ng lider na hindi na kinakailangan ihayag kung saan at paano ito ginugugol ?
2212,Ilang pulis din ang naiulat na nakagawa ng krimen dahil sa pagkalugi sa e-sabong .
2213,At kaya siguro ilang buwan ding sasabak sa lock-in taping ang programa ay dahil dire-diretso na ito hanggang sa katapusan .
2214,Hahahah 'di ako nabigyan ng 1k
2216,pag may isa pang nagbabol ng dalgona maniniwala nakong sa 2021 yan
2220,"Ang pelikula na natanggap million sa mga manonood nito pangunahin , ang paggawa ng pangalawang top rated movie ito ng Disney Channel ."
2223,Sayang ang 4 na buhay na nawala dahil sa mis encounter
2224,until now nagdudusa parin tayo sa kakabayad ng mga inutang na ninakaw ng pamilyang ito .
2225,Ung paglalaro mo sa axie ang pwede magpaunlad sau basta tumaas lang ang presyo ng SLP haha
2229,Parang lahat ng nakakawork niya nagiging kaibigan niya noh .
2233,Nauna nang sinabi ng DepEd na kailangan nila ng P3 . 85 bilyon para mabigyan ng kuryente ang mga eskuwelahan habang P25 bilyon naman sa DOE para kanilang electrification program para sa mga liblib na lugar .
2235,May explanation din ang komedyante tungkol sa mga chapter ng Pepito Manaloto na hinati sa tatlo .
2237,Tumawa tayo sa mga corny na joke ko .
2243,"Ang dami niyang pinagdaanan , ang dami niyang hurt ."
2244,Hahaha noon panay nood lng ako ng mga reviews ngayon finally got one !
2246,"Lahat ng red flags dun sa guy , nakikita na ng cousin ko ."
2247,"Ewan ko ba , marami naman akong mga kaibigan pero wala akong masabihan ."
2255,"next cb ng enhypen maghahanap na ako ng bata , tangina ung ambag nila sa views ng cocomelon e mas maangas pa sila sa stans"
2257,Parang naloloko na Tayo ng Host ah
2258,Pinaniniwalaan na dahil sa pagtatanong ni Angelica Panganiban noong kasagsagan ng bagyong Rolly kung nasaan ang Pangulo nag-ugat ang recent post ni Arnell .
2261,Ako na AAP nsa 1123 mmr hirap na hirap sa mga nakakalaban puro madadaya
2262,Gusto ko mag patay ng wifi tapos magsabi sa office na nawalan kami kuryente
2263,"Mahaharap ang apat sa patong-patong na mga kaso , kabilang na ang paglabag sa Comelec gun ban"
2264,nabasa ko po dw nga nagbibigay ng guide how to stream
2266,"Sa mga salita ng Diyos , tayo ay may direksyon sa ating mga buhay , tayo ay may layunin sa ating mga buhay , at ang ating mga buhay ay may mahalagang pagkukunan at ang mga ito ay mga prinsipyo sa ating pamumuhay ."
2268,Hindi pa po ako nadating sa ganyang stage but sabi nila pag Naraspa daw mas mabilis na kayo makakabuo ng another baby kasi nalinis kaya laban lang .
2269,Aalis nalang ako para hindi ko na maisip yung mga gumugulo sa isip ko
2271,Inaasahan na ngayon araw pormal na ihahain ang naturang resolusyon .
2273,"Sa TV , akala mo ang pormal at ang bango ni pamintang durog !"
2274,"Habang pinipili mo ang sarili mo , maraming nagbabago sa paligid mo ."
2276,"Kinilala ang namatay na si Romy Peaflor , 60 ."
2277,"Saka huwag nyo ako isusulat sa Bilyonaryo ( website na unang nagsiwalat ng isyu ) , hindi ako bilyonaryo , hindi ako businessman na bilyonaryo , simple lang po ako , masinop lamang ako sa buhay ."
2278,Tulugan ko kaya to animal ang dami
2280,Ang talinong kausap ni Paul .
2281,"May bagong miyembro ang kanilang pamilya , ang anak na lalaki ni Macaroni 85 na si HyperText Markup Language na may palayaw na HTML na pinanganak nitong Huwebes , 2:05 ng hapon ."
2283,"Nasa 57 mula sa 72 na pasyente sa loob ng Philippine Military Academy sa Baguio City ay mga kadete , ayon sa Department of Health-Cordillera ( DOH-Cor ) ."
2285,Kabilang si Mantalnas sa mga nasawi sa engkuwentro pero iniimbestigahan kung papaano siya napatay dahil may kuha sa CCTV na nakitang kinuha siya ng mga lalaking pinapaniwalaang mga pulis .
2286,"Ang pagpapagaling sa maysakit at pagpapalayas ng mga demonyo ang gawaing kinailangan Niyang isagawa sa Kanyang ministeryo , isang pagpapahayag ito ng Kanyang pagka-Diyos na nakatago sa Kanyang pagkatao , at ano mang mga tanda ang Kanyang ipinakita o paano man Niya ipinamalas ang Kanyang awtoridad , namuhay pa rin Siya sa normal na pagkatao at isa pa ring normal na tao ."
2289,"Sa isang year , isang beses lang nagbabakasyon parent ko ( which is 6 weeks lang ang haba based sa contract ) ."
2291,Naiyak ako ang bigat sa dibdib uncle
2292,Sana isa din Ako sa manalo ng Android phone para sa Kapatid ko
2294,Ngunit napilit siya ni TJ na i-release ang kanta nang sinabi nito na gagawa siya ng kanta at ang title ay Inday .
2295,ang dragon ng pinas HAHAHA
2296,Tanging ang Tanduay Rhum Masters lang ang walang talo dahil sa dating manlalaro ng La Salle na ngayon ay coach nila na si Cholo Villanueva .
2299,"Sana umuwi nalang siya para makasama pa niya pamilya niya , at least kahit ganon nakakasama niya mga anak mo pamilya niya"
2301,Pinagtibay ng Supreme Court ( SC ) ang hatol ng Court of Appeals na hanggang walong taong pagkabilanggo laban sa isang psychologically abusive husband na umabuso sa kanyang misis at mga anak .
2302,Natutunan daw ni Rabiya na dedmahin ang mga tsismis dahil wala naman daw siyang magagawa .
2303,Nalaglag ang pustiso ni Jonas hahaha LT
2306,"Huwag po kayo mag-aalala , tapos na po halos ang buwan ng Abril at talagang nahirapan lang tayo dito sa Abril , nagkaroon po tayo ng shortfall ng inaasahan nating delivery pero babawi naman po tayo pagdating ng Mayo ( Do not worry ."
2307,"Gayunman , kinilala rin ni Vergeire ang posibilidad na may mga taong gumagamit na lamang ng antigen home test kits upang alamin kung positibo sila sa virus o hindi ."
2308,Handang-handa na rin kaming mga pwersa ng oposisyon na nagkakaisa sa likod ni VP Leni para itulak ang kanyang kandidatura sa pagka-pangulo .
2312,Papano niyo po tinitingnan magiging panahon sa mga lugar na pupuntahan niyo ?
2314,Paano dapat bigyan ng kahulugan ang galit ?
2316,Kaya huwag ipilit ang sarili sa mga bagay na hindi naman talaga para sa'tin upang huwag mapahiya .
2317,Nadama ko na mahal na mahal Niya tayo kaya Siya nagpapako sa krus at ibinuwis Niya ang Kanyang dugo hanggang sa kahuli-hulihang patak nito upang tubusin tayo .
2320,"Wilma game magpababoy para kay Torres Para kay Ormoc Rep . Lucy Torres-Gomez , kayang tanggapin ni Wilma Doesnt ang sinumang babato sa kanya ng ebak at bubura ng kanyang kilay ."
2321,"Well , yan ang magandang dapat abangan !"
2326,"never kong naisip na sayang yung panahon o oras ko sayo , masyado akong masaya nung mga panahong yun"
2328,mas maniwala ako sa mga bata
2332,Mukhang nagsisimula na ang busy schedule ng bagong Kapuso star na si Bea Alonzo matapos ang kaniyang mahabang bakasyon sa US .
2333,Hindi bat ang ganoong pagkastigo at paghatol ang pinakamagagandang uri ng mga pagpapala na ipagkakaloob sa inyo ?
2335,At para na rin iyon nakukuha ko na komisyon mula sa kanya hindi na mabawas sa konti niyang kinikita .
2336,"Matapos ang anim na taon , magbabalik sa Premier Volleyball League ( PVL ) si volleyball star Rachel Anne Daquis matapos ianunsyo ng Cignal HD Spikers kamakailan ang paglipat ng koponan sa liga ."
2340,Karamihan sa kanila ay nagsasalita ng .
2341,Huwag kayong antukin kasi tatawagin ko na ang big boss natin !
2344,Itaas ang mga nasa laylayan !
2345,eto na ang sagot sa ating katanungan
2346,Inihayag ng Commission on Elections ( COMELEC ) na ang pagpaparehistro ng mga botante ay magpapatuloy sa buong bansa sa Setyembre 1 maliban sa mga lugar na nasa ilalim ng enhanced community quarantine ( ECQ ) o modified ECQ .
2347,"Sa parehong panayam sinabi ng SOCO anchor , na nasanay na siya sa mga patayang nakikita tuwing siyay nagko-cover ."
2351,"Giit ng ginang , naniniwala ito na hindi drug overdose at suicide ang tunay na dahilan ng pagkamatay ng anak ."
2352,"Pagkatapos ng ilang araw , sasabihin sa 'yo , "" Pa'no ka ba nagka ( insert merit ) ? "" nan"
2353,start na ang content HAHAHAHA
2354,"Sa mga wala pang tickets , buy na sa A post shared by JULIE ANNE SAN JOSE ( ) * * * Magpakatotoo kaya ang mga Kapuso stars na sina Max Collins at Rocco Nacino sa pagsagot sa maiintrigang tanong at sa pagkain ng mga exotic food ?"
2356,"Pero kapatid , ikaw , ako , tayong lahat ng umasa ng bagong pag-asa , ng bagong gobyernong Yan ang isang hindi ko gusto sa ating mga Pinoy ."
2357,"At ang mas mahalaga na sa araw na ito , naipasa Ko sa inyo ang isang napakahalagang piraso ng impormasyon na may kinalaman sa mga taga serbisyo ."
2358,Sanay po kasi ako manood ng mga international shows na very saturated and bright ang pagcapture sa video .
2360,nahihilo na ako kakasagot sa mga module and activities
2362,Bago tumakas ang dalawang suspek ay pinutol muna nila ang dila ng biktima .
2365,"Kung hindi mo kailanman naunawaan ang layunin at kabuluhan ng gawain Ko , magiging isa ka bang masunuring taong hindi basta-basta gumagawa ng mga paghatol at mga konklusyon ?"
2368,isang milagro nalang magpapasa sa akin sa MD1
2370,bye stream na ulit ako para mahabol ng savage yung 24hr views ng next level
2376,""" nan Dahil wala pang kumalas sa grupo ni Dorong Dulas nang hindi nakatikim ng maagang kamatayan ."
2377,"Ginawa Niya ang sikat ng araw , ang tubig , ang lupa , ang himpapawid , at ang kalapit na kapaligiran , ang hangin , ang hamog na nagyelo , ang niyebe , at ulan , at ang apat na panahon ; ito ang mga kondisyon na kakailanganin ng puno upang lumago , ito ang mga bagay na inihanda ng Diyos ."
2378,"Ginabayan lang ni Jehova ang mga tao sa Israel at sa Ehipto , at sa lahat ng bansa sa labas ng Israel ."
2379,Na kahit sino pa ang tumapat sa kanya ay masasaktan .
2380,haha magreact naman kayo sa post ko
2381,Ano yan nagising ka na lang na ang gusto mo beki na at mahal na agad .
2382,"Ako lang nman ang nagmagaling magayos at linisin ang sabog na kilay kaya ayun , putol ang kilay ."
2383,ang sarap lang marinig .
2385,Naiyak ako here Riyadh isang ofw dream ko rin na Sana always pag gising kasama ko na pamilya kk
2386,May isang individual na tinukoy isang taong kayang tustusan ang buong mundo .
2389,Na padpad lang nman ako dito para tingnan kung ilang libo na ang dis .
2391,At ang pinaka-latest nga rito ay ang pagiging certified fan ng bagets ng sikat na sikat na K-Pop group na BTS .
2393,"Well , ang eksenang `yon nga ang naging punto ng tanong ko kay Cindy , na ano ang take niya sa mga taong hindi mapigilan ang elya , at sa kotse na mismo nagtatalik , sa isang pampublikong lugar ?"
2394,"Kapag may pantay na dami ng mga proton at elektron ang isang atomo , tinatawag itong neyutral ang pagka-elektriko ."
2395,"Kaya umiwas ka sa kanila at magsabi ka : "" Kapayapaan ! "" nan"
2397,Mga inggitera mga yan kaya ganyan makapagsalita sayo next time hayaan mo nalang sila .
2398,Hi po mama anne bed pad po ang tawag doon sa pang sapin sa mattress .
2399,Sana makasali ako sainyo hahaha
2400,Ang ganda nakakalula bahay mo vice
2401,Tigilan niyo na pagkuha kay Ed Caluag kasi nabisto na siya before na hindi naman legit .
2406,"Makakabawas na sa gastusin ng gobyerno , magkakaroon pa ng mas mahabang panahon na makakasama nila ang pamilya nila ."
2407,Unconditional love nakakaiyak iba talaga ang sakripisyong nagagawa ng isang Nanay
2408,"Pag ayaw nilang magpabakuna , wag mo silang palabasin ng bahay ."
2410,Ano pa kaya ang gagawin ni Peterson para bawiin ang pamilya ?
2412,A post shared by Dingdong Dantes ( ) Agad namang nagpakita ng pagsuporta ang kanyang misis na si Marian Rivera sa bagong project ng kanyang asawa .
2413,"Tungkol naman sa kung ano ang gagawin pagkatapos , problema na iyan ng tao ."
2419,Yan ang natutuhan nila wala modo .
2420,"Ang Nine Muses orihinal na nagkaroon ng mga potensiyal na mga kasapi , ngunit kapag ang pangalan ng grupo ay inihayag , ang kompanya ay napili ang siyam na mga miyembro na pinaka-handa sa pasinaya sa grupo ."
2423,Makikita sa mga kumakalat na video ang hindi pagsusuot ni Irving ng mask sa party na isang violation mula sa league health and safety rules .
2424,Ang isa raw na nakakatuwang natuklasan ni Chie ay gusto ni Edward na magkakasama sila pagdating sa kainan .
2425,Kamakalawa ay ipinatawag ng NBI ang mga nakasama sa hotel ni Dacera bago ito namatay .
2427,sa totoo lng ang hassle kasi katabi ni isay te sakit sa katawan
2429,Nasa 45 naman ang napaulat na nasawi .
2433,"Isa sa kanyang mga plataporma ay ang pagsugpo sa kriminalidad , korupsyon at ilegal na droga ."
2436,Agad na sinagot siya ng mga ito ng masigabong palakpakan at malakas na hiyawan .
2438,Marunong nang sumabat sa ama na nagpakahirap !
2440,Nakita natin na talagang bumaba na ang mga kaso .
2442,Bawal nga yung salubong na paghahain ng COC .
2443,"edi si Imee Marcos na ang matino na bida ng movie na , Akin ang Asawa mo ."
2444,Nagulat ako nang marinig siyang sabihin ito : Totoo ba iyon ?
2445,Salvage dapat ang mga gumawa sa kanya .
2447,"Sa aking pagbukas ng bagong pahina , kaya ko ng sumaya kahit ako nalang mag isa ."
2449,nawa'y sana mabuhay ka sa ikatlong araw
2451,"Katuwiran ni Recto , hindi lahat ng aksidente sa kalsada ay dahil sa mga sasakyan ."
2454,Sa mga kaklase ko diyan wala ba talagang magyaya sa mga 18th bday niyo ?
2456,Akala ko ba gusto ni Leni ng pagbabago ?
2457,wag ka nang umuwi ng pinas putanginamo
2459,Nagsalubong kasi ako na mag-isa .
2461,"Yung episode 15 , hindi na ako tumigil sa iyak ."
2462,next content tito yung kay xian gaza nagbigay ng kotse
2464,natawa talaga ako sa 69K Rating
2466,Wag na wag kayong iiyak mga putang ina pag namatay yung tao ah .
2467,Tingnan mo kung gaano kalaking kasamaan ang ginagawa ng mga tao dahil nangingibabaw ang kanilang likas kayabangan at kahambugan !
2468,Gusto ko mangghost ng mga tao pero mamimiss ko siya
2469,Huwag ka sanang tutulad sa ibang mga sikat nagkaroon lang ng subscriber na milyon kinalaban na si DU30 .
2471,"Ang mga ibon at hayop , mga puno , kagubatan , kabundukan , mga ilog , ang lahat ng bagay sa ibabaw ng lupa ay nasa pangangalaga ng mga taoibig sabihin , nina Adan at Eva samantalang sinunod nina Adan at Eva ang arkanghel ."
2472,Kapag ika'y nakita't lumingon kang muli .
2475,Dito ata ako mamatay makiki share ng kilig
2477,ang dami kong panaganip ha ?
2478,Sino nga nagsabi sakin na bakit daw white yung theme ng fb ko hahahahaha sakit daw sa mata .
2486,Maghanap kana ng iba !
2487,Nandito ako dahil sa post sa fb sana kayo den
2490,Hindi ko talaga papatawarin ang aking mga ate sa pag pili ng frame ng salamin ko
2491,Alam na ng tao na kagagawan lahat ng mga dilawan ang paninira kay Marcos .
2492,Mabuti pang mamatay ako at matapos na ito !
2493,Ikaw ang naging pinahugutan ko ng nasa abroad ako nawala homesick ko always ako nanunuod pra maibsan ang lungkot .
2496,Nanalo si Blengblong hindi lang dahil siya ay Marcos .
2498,"Nasunog ang apat sa loob ng sasakyan at hindi na nakalabas , pagkumpirma naman ni Amulung Police chief , Maj . Llewilyn De Guzman ."
2499,Ang iyakin naman nitong mga kalaro nila .
2501,"Kasunod ng biglaang postponement ng Miss World Philippines pageant , idinaan na lang ng organizer sa botohan ng 45 candidates ang pagpili ng kinatawan ng bansa sa Miss Supranational sa Poland ."
2503,"Ayon sa iniutos ng Diyos , ang mga ari-arian at mga anak lang ni Job ang pinuntirya sa panahon ng mga paglusob ni Satanas , at hindi sinaktan si Job ."
2508,Habang ginagawa ko ito ay labag sa kalooban ko .
2509,Ang pagtatayo ng terminal ng transportasyon ay malaking tulong sa mga magsasaka at residente upang sila ay madaling makarating sa mga pamilihan at kalapit na mga barangay .
2510,"Hello NBI , pwede yung killing ng pulis ang tutukan ?"
2511,grabe ang referee masyadong manipis ang tawagan all in favor sa kalaban .
2513,"Ang naging mabigat na problema raw nila ay pinansyal lamang dahil ang pagmamahal at pagsuporta ay naroon naman , sa panahon ng kaniyang pagbubuntis ."
2514,"No , doktor lang ang pwedw magsabi ."
2515,ibabash kaya ako sa mall kung boxers lang suotin ko
2518,And may mga acceptable na reason ba para hindi ka matanggalan ng scholarship ?
2522,Tangina dumagsa mga react ng pulitiko samin sa komento ko ha HAHAHAHAHA
2523,May mapapatalsik kaya na tamod este anak ngayong araw sa bahay ng baclayon ?
2528,"Advocate ng yoga , meditation , healing , peace sina Maxene at Rob kaya tiyak na marami ang nagugulat kung mauuwi rin sa hiwalayan ang kanilang pagsasama ."
2534,nagawa mo ngang manloko despite sa pagmumukhang yan how much damage can you do kung nagkapalit talaga kayo ng mukha
2535,ayan galingan mo lang ang pagiging pogi mo dyan kahit ako magpakahirap okay bastat pag tibayan mo ang pagiging pogi
2536,"Hindi ako natakot , nainlove ako kay Rabiya !"
2537,So sana mapili sa phone giveaway niyo sir vince mahilig po kasi siya manood ng vids sa YT .
2538,Sobrang sira ng bodyclock ko naayos ko ng tatlong beses sa isang buwan
2539,""" Hahawiin ang ulap , Aabutin ang pangarap ."
2540,"Ikaw , matulog ka na ."
2541,"Magbaba ng singil sa kuryente ang Manila Electric Company ( Meralco ) ngayon unang buwan ng taon , kasunod ng siyam na buwan nang sunod-sunod na pagtaas noong 2021 ."
2542,Matatandaang Marso 2020 pa ang huling laro ng liga dahil sa pananalasa ng pandemya .
2544,na napadapa na raw ng Pilipinas ang kurbada ng mga kaso ng COVID-19 noong Abril .
2545,Sana po hindi mga walanghiyang lider ang manalo sa susunod na eleksyon
2547,manood muna ako ng movie guys
2548,O taon ba ito ng ahasan ?
2549,"May three-tiered na sistemang hudisyal ang Kroasya na binubuo ng Kataas-taasang Hukuman , mga hukumang pang-upanija , at mga hukumang munisipal ."
2550,"Samantala , 580 , 689 naman ang gumaling na matapos madagdagan ng 663 na pasyenteng nakarekober sa sakit ."
2553,"hindi ko alam irereply ko T^T natatakot ako ulitin yung tanong ko huhuhu ang sabi lang ay welcome , saan ko ipapasa ulit ?"
2554,"kapag isa ka sa mga mulat sa realidad , congrats asahan mong suswertehin ka sa buhay at iccrushback ka na ng crush mo ."
2556,Naniniwala si Singson na mahalagang pag-ingatan ang paghawak ng social pension fund para sa mga government worker upang magarantiyahan ang dagdag na benepisyo ng mga miyembro .
2557,Lakas ng loob kong pumasok nang walang sinagutan sa assignment
2559,Laking tulong ng mga napulot kong aral dito about patience faith etc .
2560,Impostor yan pawala ng mga dilawan .
2561,"Wala naman akong kasalanan , so bakit ako magsosorry ?"
2563,Original Post : Tumawag ang BDO sa bahay namin dahil kulang daw ang deposit .
2564,"parang may kulang sa araw ko kapag hindi ako nakakapag open ng twitter , putcha"
2571,I hope maging masaya ka sa magiging bagong chapter ng buhay mo kasama sya .
2577,bibigyan ka ng ganito .
2579,""" Mga dilawan tae ! "" nan"
2580,"Operational na ito , ang Alegria Singapura sa may Teck Lim Road ."
2582,So nadala na ako sa emosyon .
2584,Parang masarap siyang ka tropa
2585,Ang iba ay nanghihinayang na baka hindi na nila mapanood sa teleserye ang kahusayan ni Arjo .
2586,Nakabalik na sa studio ang mga TV host matapos ang ilang linggong pagse-self quarantine sa kani-kanilang tahanan .
2588,"Pag usapan natin ang mundong ginagalawan mo , okay ka lang ba ?"
2591,"Pero buti pheno ang dumayo , di dinadala sa init ng ulo ."
2600,"Higit dalawang dekada ng paniniil at pag-abuso sa Pilipinas , tinuldukan ng taimtim at nagkakaisang pagmartsa ng isang sambayanang ang sigaw ay Tama na ."
2601,Wala naman po akong nararamdamang sintomas ng sakit .
2602,Mabigat na rin naman ang nabubuhat ko .
2603,Sana hindi po hindi masarap ulam nila at sana laging mabangga yung paa nila sa corner ng pintuan
2604,Hello po mag ask po ako sa inyo ng help para po magkaroon ng laptop para sa aking pag-aaral .
2605,"Sila rin ay tapat kay Jehova , at wala silang alam tungkol sa pagkakanulo kay Jehova ."
